"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-11","0.00","P,,0,0800","0.0","P,,0","40",",,0","26",",,0","33",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-12","0.05",",,0,0800","0.0","P,,0","58",",,0","33",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-13","0.20",",,0,0800","0.0","P,,0","57",",,0","41",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-14","0.06",",,0,0800","0.0","P,,0","46",",,0","36",",,0","37",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-15","0.02",",,0,0800","0.0","P,,0","43",",,0","30",",,0","33",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-16","0.00","T,,0,0800","0.0","P,,0","45",",,0","32",",,0","36",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-17","0.00","P,,0,0800","0.0","P,,0","52",",,0","28",",,0","36",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-18","0.00","P,,0,0800","0.0","P,,0","55",",,0","29",",,0","36",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-19","0.03",",,0,0800","0.0","P,,0","60",",,0","36",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-20","0.00","P,,0,0800","0.0","P,,0","66",",,0","38",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-21","0.00","P,,0,0800","0.0","P,,0","53",",,0","40",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-22","0.04",",,0,0800","0.0","P,,0","70",",,0","48",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-23","0.00","T,,0,0800","0.0","P,,0","48",",,0","36",",,0","40",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-24","0.00","P,,0,0800","0.0","P,,0","49",",,0","34",",,0","36",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-25","0.00","P,,0,0800","0.0","P,,0","50",",,0","31",",,0","38",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-26","0.01",",,0,0800","0.0","P,,0","59",",,0","38",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-27","0.01",",,0,0800","0.0","P,,0","57",",,0","41",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-28","0.19",",,0,0800","0.0","P,,0","74",",,0","43",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-29","0.00","P,,0,0800","0.0","P,,0","58",",,0","43",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-04-30","0.00","P,,0,0800","0.0","P,,0","58",",,0","33",",,0","40",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-01","0.00","P,,0,0800","0.0","P,,0","51",",,0","39",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-02","0.00","P,,0,0800","0.0","P,,0","59",",,0","38",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-03","0.00","P,,0,0800","0.0","P,,0","60",",,0","41",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-04","0.00","P,,0,0800","0.0","P,,0","64",",,0","41",",,0","47",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-05","0.00","P,,0,0800","0.0","P,,0","65",",,0","47",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-06","0.00","P,,0,0800","0.0","P,,0","66",",,0","47",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-07","0.00","P,,0,0800","0.0","P,,0","59",",,0","39",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-08","0.00","P,,0,0800","0.0","P,,0","57",",,0","36",",,0","43",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-09","0.00","P,,0,0800","0.0","P,,0","55",",,0","37",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-10","0.19",",,0,0800","0.0","P,,0","60",",,0","45",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-11","0.17",",,0,0800","0.0","P,,0","67",",,0","51",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-12","0.00","T,,0,0800","0.0","P,,0","66",",,0","51",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-13","0.00","P,,0,0800","0.0","P,,0","63",",,0","46",",,0","50",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-14","0.00","P,,0,0800","0.0","P,,0","69",",,0","52",",I,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-15","0.09",",,0,0800","0.0","P,,0","64",",,0","53",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-16","0.00","P,,0,0800","0.0","P,,0","67",",,0","48",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-17","0.00","P,,0,0800","0.0","P,,0","74",",,0","50",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-18","0.00","P,,0,0800","0.0","P,,0","69",",,0","47",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-19","0.00","P,,0,0800","0.0","P,,0","59",",,0","45",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-20","0.03",",,0,0800","0.0","P,,0","68",",,0","45",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-21","0.01",",,0,0800","0.0","P,,0","71",",,0","53",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-22","0.00","P,,0,0800","0.0","P,,0","76",",,0","43",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-23","0.00","P,,0,0800","0.0","P,,0","67",",,0","44",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-24","0.00","P,,0,0800","0.0","P,,0","79",",,0","56",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-25","0.06",",,0,0800","0.0","P,,0","73",",,0","51",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-26","0.02",",,0,0800","0.0","P,,0","73",",,0","51",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-27","0.00","P,,0,0800","0.0","P,,0","73",",,0","49",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-28","0.00","P,,0,0800","0.0","P,,0","69",",,0","50",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-29","0.22",",,0,0800","0.0","P,,0","65",",,0","53",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-30","0.02",",,0,0800","0.0","P,,0","77",",,0","54",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-05-31","0.00","P,,0,0800","0.0","P,,0","73",",,0","54",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-01","0.00","P,,0,0800","0.0","P,,0","81",",,0","53",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-02","0.00","P,,0,0800","0.0","P,,0","80",",,0","61",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-03","0.19",",,0,0800","0.0","P,,0","80",",,0","63",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-04","0.00","T,,0,0800","0.0","P,,0","80",",,0","59",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-05","0.00","P,,0,0800","0.0","P,,0","74",",,0","46",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-06","0.00","P,,0,0800","0.0","P,,0","82",",,0","54",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-07","0.00","P,,0,0800","0.0","P,,0","82",",,0","61",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-08","0.00","T,,0,0800","0.0","P,,0","87",",,0","49",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-09","0.00","T,,0,0800","0.0","P,,0","53",",,0","42",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-10","0.00","P,,0,0800","0.0","P,,0","71",",,0","50",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-11","0.13",",,0,0800","0.0","P,,0","80",",,0","60",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-12","0.01",",,0,0800","0.0","P,,0","84",",,0","54",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-13","0.00","P,,0,0800","0.0","P,,0","66",",,0","51",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-14","0.00","P,,0,0800","0.0","P,,0","77",",,0","58",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-15","0.00","P,,0,0800","0.0","P,,0","73",",,0","45",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-16","0.00","P,,0,0800","0.0","P,,0","76",",,0","46",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-17","0.00","P,,0,0800","0.0","P,,0","80",",,0","46",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-18","0.00","P,,0,0800","0.0","P,,0","91",",,0","62",",,0","70",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-19","0.00","P,,0,0800","0.0","P,,0","85",",,0","73",",I,0","83",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-20","0.00","P,,0,0800","0.0","P,,0","94",",,0","69",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-21","0.00","P,,0,0800","0.0","P,,0","90",",,0","54",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-22","0.00","P,,0,0800","0.0","P,,0","83",",,0","59",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-23","0.00","P,,0,0800","0.0","P,,0","84",",,0","62",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-24","0.00","P,,0,0800","0.0","P,,0","83",",,0","66",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-25","0.00","T,,0,0800","0.0","P,,0","81",",,0","67",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-26","0.16",",,0,0800","0.0","P,,0","85",",,0","68",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-27","0.13",",,0,0800","0.0","P,,0","84",",,0","67",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-28","0.03",",,0,0800","0.0","P,,0","75",",,0","58",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-29","0.02",",,0,0800","0.0","P,,0","74",",,0","61",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-06-30","0.00","P,,0,0800","0.0","P,,0","81",",,0","69",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-01","0.34",",,0,0800","0.0","P,,0","83",",,0","66",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-02","0.47",",,0,0800","0.0","P,,0","78",",,0","57",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-03","0.00","P,,0,0800","0.0","P,,0","67",",,0","52",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-04","0.00","P,,0,0800","0.0","P,,0","75",",,0","58",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-05","0.00","P,,0,0800","0.0","P,,0","83",",,0","66",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-06","1.30",",,0,0800","0.0","P,,0","81",",,0","70",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-07","0.29",",,0,0800","0.0","P,,0","88",",,0","69",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-08","0.05",",,0,0800","0.0","P,,0","83",",,0","55",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-09","0.03",",,0,0800","0.0","P,,0","64",",,0","56",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-10","0.00","P,,0,0800","0.0","P,,0","72",",,0","59",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-11","0.00","P,,0,0800","0.0","P,,0","79",",,0","59",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-12","0.00","P,,0,0800","0.0","P,,0","80",",,0","58",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-13","0.00","P,,0,0800","0.0","P,,0","82",",,0","62",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-14","0.17",",,0,0800","0.0","P,,0","92",",,0","68",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-15","0.35",",,0,0800","0.0","P,,0","94",",,0","71",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-16","0.00","P,,0,0800","0.0","P,,0","92",",,0","69",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-17","0.11",",,0,0800","0.0","P,,0","88",",,0","71",",,0","79",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-18","0.01",",,0,0800","0.0","P,,0","87",",,0","66",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-19","0.03",",,0,0800","0.0","P,,0","82",",,0","61",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-20","0.00","P,,0,0800","0.0","P,,0","81",",,0","64",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-21","0.00","T,,0,0800","0.0","P,,0","81",",,0","69",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-22","0.00","T,,0,0800","0.0","P,,0","81",",,0","59",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-23","0.00","P,,0,0800","0.0","P,,0","84",",,0","67",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-24","0.44",",,0,0800","0.0","P,,0","84",",,0","66",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-25","0.23",",,0,0800","0.0","P,,0","74",",,0","67",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-26","0.14",",,0,0800","0.0","P,,0","85",",,0","67",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-27","0.03",",,0,0800","0.0","P,,0","87",",,0","68",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-28","0.05",",,0,0800","0.0","P,,0","79",",,0","67",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-29","0.34",",,0,0800","0.0","P,,0","89",",,0","71",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-30","0.00","T,,0,0800","0.0","P,,0","87",",,0","64",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-07-31","0.00","P,,0,0800","0.0","P,,0","83",",,0","60",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-01","0.00","P,,0,0800","0.0","P,,0","90",",,0","65",",,0","78",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-02","0.00","P,,0,0800","0.0","P,,0","91",",,0","69",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-03","0.00","P,,0,0800","0.0","P,,0","89",",,0","65",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-04","0.23",",,0,0800","0.0","P,,0","84",",,0","69",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-05","0.02",",,0,0800","0.0","P,,0","84",",,0","69",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-06","0.02",",,0,0800","0.0","P,,0","77",",,0","65",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-07","0.00","P,,0,0800","0.0","P,,0","79",",,0","64",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-08","0.00","P,,0,0800","0.0","P,,0","79",",,0","58",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-09","0.00","P,,0,0800","0.0","P,,0","82",",,0","57",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-10","0.00","P,,0,0800","0.0","P,,0","83",",,0","63",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-11","0.00","P,,0,0800","0.0","P,,0","84",",,0","70",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-12","0.01",",,0,0800","0.0","P,,0","85",",,0","71",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-13","0.02",",,0,0800","0.0","P,,0","85",",,0","59",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-14","0.00","P,,0,0800","0.0","P,,0","83",",,0","66",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-15","0.00","P,,0,0800","0.0","P,,0","89",",,0","74",",,0","83",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-16","0.01",",,0,0800","0.0","P,,0","95",",,0","71",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-17","0.00","P,,0,0800","0.0","P,,0","88",",,0","60",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-18","0.00","P,,0,0800","0.0","P,,0","89",",,0","75",",I,0","63",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-19","0.00","P,,0,0800","0.0","P,,0","88",",,0","66",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-20","0.00","P,,0,0800","0.0","P,,0","87",",,0","68",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-21","0.00","P,,0,0800","0.0","P,,0","88",",,0","67",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-22","0.00","P,,0,0800","0.0","P,,0","89",",,0","62",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-23","0.00","P,,0,0800","0.0","P,,0","74",",,0","53",",,0","64",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-24","0.00","T,,0,0800","0.0","P,,0","82",",,0","66",",I,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-25","0.00","P,,0,0800","0.0","P,,0","75",",,0","49",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-26","0.00","P,,0,0800","0.0","P,,0","73",",,0","52",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-27","0.00","P,,0,0800","0.0","P,,0","84",",,0","61",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-28","0.00","P,,0,0800","0.0","P,,0","68",",,0","55",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-29","0.00","P,,0,0800","0.0","P,,0","80",",,0","58",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-30","0.00","P,,0,0800","0.0","P,,0","83",",,0","52",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-08-31","0.00","P,,0,0800","0.0","P,,0","80",",,0","60",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-01","0.27",",,0,0800","0.0","P,,0","92",",,0","61",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-02","0.05",",,0,0800","0.0","P,,0","75",",,0","56",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-03","0.00","T,,0,0800","0.0","P,,0","71",",,0","47",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-04","0.00","P,,0,0800","0.0","P,,0","76",",,0","55",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-05","0.00","P,,0,0800","0.0","P,,0","79",",,0","54",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-06","0.04",",,0,0800","0.0","P,,0","86",",,0","58",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-07","0.00","P,,0,0800","0.0","P,,0","82",",,0","63",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-08","0.06",",,0,0800","0.0","P,,0","84",",,0","57",",I,0","52",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-09","0.15",",,0,0800","0.0","P,,0","84",",,0","51",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-10","0.00","T,,0,0800","0.0","P,,0","64",",,0","47",",,0","47",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-11","0.00","P,,0,0800","0.0","P,,0","58",",,0","39",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-12","0.00","P,,0,0800","0.0","P,,0","73",",,0","51",",,0","60",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-13","0.30",",,0,0800","0.0","P,,0","82",",,0","65",",I,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-14","0.61",",,0,0800","0.0","P,,0","82",",,0","64",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-15","0.03",",,0,0800","0.0","P,,0","82",",,0","49",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-16","0.00","P,,0,0800","0.0","P,,0","62",",,0","47",",,0","57",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-17","0.00","P,,0,0800","0.0","P,,0","71",",,0","59",",I,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-18","0.25",",,0,0800","0.0","P,,0","70",",,0","49",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-19","0.00","P,,0,0800","0.0","P,,0","62",",,0","37",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-20","0.00","P,,0,0800","0.0","P,,0","69",",,0","48",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-21","0.14",",,0,0800","0.0","P,,0","66",",,0","59",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-22","0.00","P,,0,0800","0.0","P,,0","68",",,0","59",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-23","0.32",",,0,0800","0.0","P,,0","67",",,0","40",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-24","0.00","T,,0,0800","0.0","P,,0","67",",,0","37",",,0","43",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-25","0.00","P,,0,0800","0.0","P,,0","61",",,0","42",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-26","0.00","P,,0,0800","0.0","P,,0","63",",,0","47",",,0","52",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-27","0.05",",,0,0800","0.0","P,,0","67",",,0","53",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-28","0.00","P,,0,0800","0.0","P,,0","74",",,0","48",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-29","0.00","P,,0,0800","0.0","P,,0","64",",,0","42",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-09-30","0.00",",,0,0800","0.0","P,,0","74",",,0","52",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-01","0.00","P,,0,0800","0.0","P,,0","72",",,0","53",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-02","0.00","P,,0,0800","0.0","P,,0","77",",,0","57",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-03","0.00","P,,0,0800","0.0","P,,0","77",",,0","53",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-04","0.15",",,0,0800","0.0","P,,0","67",",,0","53",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-05","0.05",",,0,0800","0.0","P,,0","60",",,0","52",",,0","52",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-06","1.60",",,0,0800","0.0","P,,0","67",",,0","52",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-07","0.07",",,0,0800","0.0","P,,0","73",",,0","52",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-08","0.00","T,,0,0800","0.0","P,,0","69",",,0","50",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-09","0.00","P,,0,0800","0.0","P,,0","57",",,0","49",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-10","0.00","P,,0,0800","0.0","P,,0","63",",,0","42",",,0","47",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-11","0.00","P,,0,0800","0.0","P,,0","73",",,0","47",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1995-10-12","0.00","P,,0,0800","0.0","P,,0","71",",,0","49",",,0","64",",,0,0800"
