"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-14","0.02",",,0,0800","0.0","P,,0","63",",,0","41",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-15","0.42",",,0,0800","0.0","P,,0","60",",,0","44",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-16","0.58",",,0,0800","0.0","P,,0","70",",,0","47",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-17","0.01",",,0,0800","0.0","P,,0","68",",,0","49",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-18","0.00",",,0,0800","0.0","P,,0","77",",,0","50",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-19","0.00",",,0,0800","0.0","P,,0","83",",,0","56",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-20","0.00",",,0,0800","0.0","P,,0","86",",,0","56",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-21","0.05",",,0,0800","0.0","P,,0","81",",,0","59",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-22","0.00",",,0,0800","0.0","P,,0","73",",,0","55",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-23","0.00",",,0,0800","0.0","P,,0","73",",,0","49",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-24","0.29",",,0,0800","0.0","P,,0","65",",,0","53",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-25","0.01",",,0,0800","0.0","P,,0","68",",,0","51",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-26","0.21",",,0,0800","0.0","P,,0","78",",,0","56",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-27","0.06",",,0,0800","0.0","P,,0","79",",,0","52",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-28","0.00",",,0,0800","0.0","P,,0","60",",,0","45",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-29","0.00",",,0,0800","0.0","P,,0","68",",,0","43",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-30","0.02",",,0,0800","0.0","P,,0","79",",,0","53",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-05-31","0.54",",,0,0800","0.0","P,,0","81",",,0","60",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-01","0.34",",,0,0800","0.0","P,,0","81",",,0","62",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-02","0.02",",,0,0800","0.0","P,,0","82",",,0","62",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-03","0.12",",,0,0800","0.0","P,,0","76",",,0","58",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-04","0.17",",,0,0800","0.0","P,,0","80",",,0","62",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-05","0.01",",,0,0800","0.0","P,,0","71",",,0","49",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-06","0.13",",,0,0800","0.0","P,,0","68",",,0","53",",,0","54",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-07","0.00",",,0,0800","0.0","P,,0","74",",,0","54",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-08","0.00",",,0,0800","0.0","P,,0","79",",,0","57",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-09","0.00",",,0,0800","0.0","P,,0","80",",,0","60",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-10","1.18",",,0,0800","0.0","P,,0","76",",,0","60",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-11","0.01",",,0,0800","0.0","P,,0","68",",,0","53",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-12","0.00",",,0,0800","0.0","P,,0","73",",,0","52",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-13","0.57",",,0,0800","0.0","P,,0","74",",,0","58",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-14","0.08",",,0,0800","0.0","P,,0","63",",,0","50",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-15","0.42",",,0,0800","0.0","P,,0","61",",,0","55",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-16","0.07",",,0,0800","0.0","P,,0","66",",,0","58",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-17","0.30",",,0,0800","0.0","P,,0","76",",,0","58",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-18","0.04",",,0,0800","0.0","P,,0","72",",,0","56",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-19","0.00",",,0,0800","0.0","P,,0","77",",,0","58",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-20","0.27",",,0,0800","0.0","P,,0","81",",,0","65",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-21","1.98",",,0,0800","0.0","P,,0","72",",,0","64",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-22","0.01",",,0,0800","0.0","P,,0","81",",,0","64",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-23","0.00",",,0,0800","0.0","P,,0","79",",,0","65",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-24","0.00",",,0,0800","0.0","P,,0","83",",,0","63",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-25","0.00",",,0,0800","0.0","P,,0","85",",,0","64",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-26","0.00",",,0,0800","0.0","P,,0","85",",,0","61",",,0","78",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-27","0.00",",,0,0800","0.0","P,,0","85",",,0","61",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-28","0.98",",,0,0800","0.0","P,,0","88",",,0","62",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-29","0.00",",,0,0800","0.0","P,,0","80",",,0","53",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-06-30","0.00",",,0,0800","0.0","P,,0","70",",,0","51",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-01","0.00",",,0,0800","0.0","P,,0","77",",,0","55",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-02","0.00",",,0,0800","0.0","P,,0","83",",,0","56",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-03","0.00",",,0,0800","0.0","P,,0","85",",,0","55",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-04","0.00","T,,0,0800","0.0","P,,0","85",",,0","69",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-05","0.00","T,,0,0800","0.0","P,,0","76",",,0","67",",,0","69",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-06","0.00",",,0,0800","0.0","P,,0","81",",,0","64",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-07","0.00",",,0,0800","0.0","P,,0","84",",,0","67",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-08","0.02",",,0,0800","0.0","P,,0","87",",,0","59",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-09","0.00",",,0,0800","0.0","P,,0","77",",,0","60",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-10","0.00",",,0,0800","0.0","P,,0","83",",,0","66",",,0","79",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-11","0.00",",,0,0800","0.0","P,,0","89",",,0","67",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-12","0.00",",,0,0800","0.0","P,,0","82",",,0","57",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-13","0.00","T,,0,0800","0.0","P,,0","73",",,0","54",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-14","0.05",",,0,0800","0.0","P,,0","79",",,0","55",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-15","0.00",",,0,0800","0.0","P,,0","79",",,0","55",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-16","0.00",",,0,0800","0.0","P,,0","78",",,0","52",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-17","0.00",",,0,0800","0.0","P,,0","73",",,0","56",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-18","0.00",",,0,0800","0.0","P,,0","81",",,0","55",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-19","0.00",",,0,0800","0.0","P,,0","86",",,0","65",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-20","0.32",",,0,0800","0.0","P,,0","85",",,0","66",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-21","0.39",",,0,0800","0.0","P,,0","72",",,0","65",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-22","0.00","T,,0,0800","0.0","P,,0","77",",,0","65",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-23","0.34",",,0,0800","0.0","P,,0","84",",,0","66",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-24","0.00",",,0,0800","0.0","P,,0","86",",,0","65",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-25","0.00",",,0,0800","0.0","P,,0","89",",,0","67",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-26","0.00",",,0,0800","0.0","P,,0","89",",,0","73",",,0","78",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-27","0.00",",,0,0800","0.0","P,,0","89",",,0","70",",,0","77",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-28","0.01",",,0,0800","0.0","P,,0","86",",,0","68",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-29","0.12",",,0,0800","0.0","P,,0","70",",,0","53",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-30","0.01",",,0,0800","0.0","P,,0","77",",,0","61",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-07-31","0.00",",,0,0800","0.0","P,,0","79",",,0","55",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-01","0.00",",,0,0800","0.0","P,,0","79",",,0","62",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-02","0.00",",,0,0800","0.0","P,,0","75",",,0","62",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-03","0.11",",,0,0800","0.0","P,,0","78",",,0","67",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-04","0.00",",,0,0800","0.0","P,,0","88",",,0","67",",,0","81",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-05","0.61",",,0,0800","0.0","P,,0","89",",,0","72",",,0","74",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-06","0.23",",,0,0800","0.0","P,,0","89",",,0","72",",,0","76",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-07","0.00","T,,0,0800","0.0","P,,0","89",",,0","55",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-08","0.00",",,0,0800","0.0","P,,0","62",",,0","51",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-09","0.00",",,0,0800","0.0","P,,0","68",",,0","50",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-10","0.00",",,0,0800","0.0","P,,0","76",",,0","57",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-11","0.00",",,0,0800","0.0","P,,0","81",",,0","57",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-12","0.00",",,0,0800","0.0","P,,0","82",",,0","63",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-13","0.02",",,0,0800","0.0","P,,0","76",",,0","59",",,0","77",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-14","0.02",",,0,0800","0.0","P,,0","81",",,0","60",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-15","0.00",",,0,0800","0.0","P,,0","83",",,0","61",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-16","0.14",",,0,0800","0.0","P,,0","86",",,0","64",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-17","0.00",",,0,0800","0.0","P,,0","78",",,0","58",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-18","0.00",",,0,0800","0.0","P,,0","73",",,0","48",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-19","0.00",",,0,0800","0.0","P,,0","74",",,0","56",",,0","64",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-20","0.37",",,0,0800","0.0","P,,0","73",",,0","64",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-21","0.10",",,0,0800","0.0","P,,0","79",",,0","66",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-22","0.00",",,0,0800","0.0","P,,0","82",",,0","60",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-23","0.00",",,0,0800","0.0","P,,0","80",",,0","65",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-24","0.00",",,0,0800","0.0","P,,0","75",",,0","57",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-25","0.00",",,0,0800","0.0","P,,0","74",",,0","46",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-26","0.00",",,0,0800","0.0","P,,0","72",",,0","44",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-27","0.00",",,0,0800","0.0","P,,0","76",",,0","44",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-28","0.00",",,0,0800","0.0","P,,0","75",",,0","56",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-29","0.01",",,0,0800","0.0","P,,0","82",",,0","66",",,0","71",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-30","0.12",",,0,0800","0.0","P,,0","82",",,0","66",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-08-31","0.00",",,0,0800","0.0","P,,0","77",",,0","60",",,0","66",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-01","0.01",",,0,0800","0.0",",,0","79",",,0","60",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-02","0.15",",,0,0800","0.0",",,0","75",",,0","54",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-03","0.00","P,,0,0800","0.0","P,,0","74",",,0","39",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-04","0.00","P,,0,0800","0.0","P,,0","73",",,0","48",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-05","0.00","P,,0,0800","0.0","P,,0","75",",,0","57",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-06","0.00","P,,0,0800","0.0","P,,0","78",",,0","62",",,0","67",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-07","0.00","P,,0,0800","0.0","P,,0","77",",,0","65",",,0","68",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-08","0.00","P,,0,0800","0.0","P,,0","86",",,0","65",",,0","70",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-09","0.00","P,,0,0800","0.0","P,,0","84",",,0","68",",,0","73",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-10","0.00","P,,0,0800","0.0","P,,0","89",",,0","73",",,0","75",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-11","0.24",",,0,0800","0.0","P,,0","83",",,0","51",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-12","0.01",",,0,0800","0.0","P,,0","69",",,0","54",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-13","0.00","P,,0,0800","0.0","P,,0","75",",,0","56",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-14","0.14",",,0,0800","0.0","P,,0","73",",,0","55",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-15","2.22",",,0,0800","0.0","P,,0","62",",,0","55",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-16","0.00","P,,0,0800","0.0","P,,0","67",",,0","50",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-17","0.48",",,0,0800","0.0","P,,0","63",",,0","58",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-18","0.14",",,0,0800","0.0","P,,0","63",",,0","54",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-19","0.00","P,,0,0800","0.0","P,,0","73",",,0","54",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-20","0.14",",,0,0800","0.0","P,,0","67",",,0","58",",,0","59",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-21","0.01",",,0,0800","0.0","P,,0","74",",,0","52",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-22","0.00","P,,0,0800","0.0","P,,0","80",",,0","62",",,0","72",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-23","0.72",",,0,0800","0.0","P,,0","78",",,0","47",",,0","47",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-24","0.39",",,0,0800","0.0","P,,0","50",",,0","39",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-25","0.00","T,,0,0800","0.0","P,,0","56",",,0","40",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-26","0.00",",,0,0800","0.0","P,,0","65",",,0","40",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-27","0.03",",,0,0800","0.0","P,,0","63",",,0","38",",,0","40",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-28","0.00","P,,0,0800","0.0","P,,0","54",",,0","37",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-29","0.00","P,,0,0800","0.0","P,,0","71",",,0","50",",,0","63",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-09-30","0.00","P,,0,0800","0.0","P,,0","72",",,0","44",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-01","0.00","P,,0,0800","0.0","P,,0","68",",,0","47",",,0","51",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-02","0.11",",,0,0800","0.0","P,,0","71",",,0","51",",,0","61",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-03","0.06",",,0,0800","0.0","P,,0","76",",,0","47",",,0","47",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-04","0.00","T,,0,0800","0.0","P,,0","49",",,0","40",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-05","0.00","P,,0,0800","0.0","P,,0","54",",,0","41",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-06","0.07",",,0,0800","0.0","P,,0","64",",,0","42",",,0","58",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-07","0.00","P,,0,0800","0.0","P,,0","66",",,0","44",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-08","0.00","P,,0,0800","0.0","P,,0","55",",,0","42",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-09","0.00","T,,0,0800","0.0","P,,0","47",",,0","35",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-10","0.03",",,0,0800","0.0","P,,0","46",",,0","33",",,0","46",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-11","0.02",",,0,0800","0.0","P,,0","59",",,0","44",",,0","46",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-12","0.00",",,0,0800","0.0","P,,0","56",",,0","42",",,0","55",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-13","0.00",",,0,0800","0.0","P,,0","73",",,0","45",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-14","0.00",",,0,0800","0.0","P,,0","71",",,0","43",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-15","0.46",",,0,0800","0.0","P,,0","65",",,0","48",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-16","0.00","P,,0,0800","0.0","P,,0","72",",,0","49",",,0","65",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-17","0.63",",,0,0800","0.0","P,,0","81",",,0","44",",,0","45",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-18","0.85",",,0,0800","0.0","P,,0","44",",,0","39",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-19","0.15",",,0,0800","0.0","P,,0","39",",,0","34",",,0","35",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-20","0.11",",,0,0800","0.0","T,,0","49",",,0","35",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-21","0.75",",,0,0800","0.0","P,,0","49",",,0","34",",,0","37",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-22","0.11",",,0,0800","0.0","P,,0","45",",,0","37",",,0","41",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-23","0.00","T,,0,0800","0.0","P,,0","55",",,0","36",",,0","40",",I,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-24","0.00","P,,0,0800","0.0","P,,0","67",",,0","46",",I,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-25","0.00","P,,0,0800","0.0","P,,0","72",",,0","46",",,0","53",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-26","0.00","P,,0,0800","0.0","P,,0","72",",,0","45",",,0","49",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-27","0.00","P,,0,0800","0.0","P,,0","72",",,0","47",",,0","48",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-28","0.00","P,,0,0800","0.0","P,,0","71",",,0","44",",,0","46",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-29","0.00","P,,0,0800","0.0","P,,0","72",",,0","45",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-30","0.00","P,,0,0800","0.0","P,,0","73",",,0","51",",,0","57",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-10-31","0.00","P,,0,0800","0.0","P,,0","71",",,0","57",",,0","60",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-01","0.36",",,0,0800","0.0","P,,0","66",",,0","44",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-02","0.00",",,0,0800","0.0","P,,0","47",",,0","34",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-03","0.09",",,0,0800","0.0","P,,0","51",",,0","33",",,0","34",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-04","0.09",",,0,0800","0.0","P,,0","51",",,0","23",",,0","31",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-05","0.00",",,0,0800","0.0","P,,0","45",",,0","31",",,0","44",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-06","0.04",",,0,0800","0.0","P,,0","56",",,0","44",",,0","56",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-07","0.08",",,0,0800","0.0","P,,0","60",",,0","33",",,0","38",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-08","0.29",",,0,0800","0.0","P,,0","46",",,0","38",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-09","0.00","T,,0,0800","0.0","P,,0","57",",,0","42",",,0","50",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-10","0.17",",,0,0800","0.0","P,,0","53",",,0","38",",,0","42",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-11","0.09",",,0,0800","0.0","P,,0","42",",,0","37",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-12","0.07",",,0,0800","0.0","P,,0","54",",,0","35",",,0","37",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-13","0.00","T,,0,0800",,,"42",",,0","34",",,0","39",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-14","0.00","P,,0,0800",,,"65",",,0","39",",,0","62",",,0,0800"
"USC00301152","CANANDAIGUA 3 S, NY US","1989-11-15","0.01",",,0,0800",,,"72",",,0","54",",,0","56",",,0,0800"
